Date,Close/Last,Volume,Open,High,Low
10/27/2021,$323.17,52588690,$316.00,$326.0973,$316.00
10/26/2021,$310.11,28107350,$311.00,$312.395,$308.5967
10/25/2021,$308.13,17554470,$309.36,$309.40,$306.46
10/22/2021,$309.16,17449330,$310.40,$311.09,$307.80
10/21/2021,$310.76,16918100,$307.17,$311.02,$306.36
10/20/2021,$307.41,16537070,$309.21,$309.70,$306.11
10/19/2021,$308.23,17682140,$308.348,$309.30,$307.22
10/18/2021,$307.29,22729300,$303.57,$308.21,$302.69
10/15/2021,$304.21,25384800,$302.34,$304.45,$300.5191
10/14/2021,$302.75,27262900,$299.21,$303.27,$297.83
10/13/2021,$296.31,23424030,$294.91,$297.28,$293.49
10/12/2021,$292.88,17974140,$295.34,$295.44,$292.35
10/11/2021,$294.23,19298630,$292.92,$297.97,$292.745
10/08/2021,$294.85,17685700,$296.219,$296.6409,$293.76
10/07/2021,$294.85,20430470,$295.175,$296.64,$293.92
10/06/2021,$293.11,28002560,$285.78,$293.63,$285.5093
10/05/2021,$288.76,24993020,$284.0464,$290.398,$284.0464
10/04/2021,$283.11,31350750,$287.40,$287.75,$280.25
10/01/2021,$289.10,30086280,$282.122,$289.98,$281.29
09/30/2021,$281.92,32343640,$285.71,$287.83,$281.62
09/29/2021,$284.00,26353700,$285.10,$286.77,$283.01
09/28/2021,$283.52,43186240,$289.795,$290.78,$282.75
09/27/2021,$294.17,23571740,$296.14,$296.47,$292.9449
09/24/2021,$299.35,14998980,$298.23,$299.80,$296.93
09/23/2021,$299.56,18604600,$298.845,$300.90,$297.5339
09/22/2021,$298.58,26626340,$296.725,$300.22,$294.51
09/21/2021,$294.80,22364100,$295.69,$297.54,$294.07
09/20/2021,$294.30,38278660,$296.33,$298.72,$289.52
09/17/2021,$299.87,41372460,$304.17,$304.50,$299.53
09/16/2021,$305.22,19550820,$303.76,$305.31,$300.76
09/15/2021,$304.82,28356300,$303.26,$305.32,$301.82
09/14/2021,$299.79,21853430,$299.56,$301.39,$298.10
09/13/2021,$296.99,23652950,$297.55,$298.54,$294.08
09/10/2021,$295.71,19633360,$298.415,$299.92,$295.38
09/09/2021,$297.25,19927000,$300.82,$302.14,$297.00
09/08/2021,$300.21,15046820,$299.78,$300.61,$297.4651
09/07/2021,$300.18,17184080,$301.005,$301.09,$298.20
09/03/2021,$301.14,14751610,$300.99,$302.60,$300.26
09/02/2021,$301.15,16290550,$302.20,$303.3602,$300.18
09/01/2021,$301.83,18983830,$302.865,$305.19,$301.49
08/31/2021,$301.88,26285340,$304.42,$304.50,$301.50
08/30/2021,$303.59,16348070,$301.115,$304.22,$301.06
08/27/2021,$299.72,22605730,$298.987,$300.87,$296.83
08/26/2021,$299.09,17666080,$300.99,$302.429,$298.95
08/25/2021,$302.01,20006060,$304.30,$304.59,$300.42
08/24/2021,$302.62,18175770,$305.02,$305.65,$302.0035
08/23/2021,$304.65,22830160,$303.245,$305.40,$301.85
08/20/2021,$304.36,40817650,$299.72,$305.84,$298.06
08/19/2021,$296.77,29850460,$288.694,$297.47,$288.64
08/18/2021,$290.73,21812990,$292.04,$294.82,$290.27
08/17/2021,$293.08,20075250,$292.39,$293.43,$291.08
08/16/2021,$294.60,22516030,$293.19,$294.82,$290.02
08/13/2021,$292.85,18249050,$289.48,$292.90,$289.30
08/12/2021,$289.81,14570390,$286.63,$289.97,$286.34
08/11/2021,$286.95,13955930,$287.21,$288.66,$285.86
08/10/2021,$286.44,18616580,$288.80,$289.25,$285.20
08/09/2021,$288.33,16117630,$289.75,$291.55,$287.81
08/06/2021,$289.46,16589340,$288.505,$289.50,$287.6238
08/05/2021,$289.52,13900170,$286.88,$289.63,$286.10
08/04/2021,$286.51,16191300,$286.22,$287.5883,$284.65
08/03/2021,$287.12,17879050,$285.42,$287.23,$284.00
08/02/2021,$284.82,16267360,$286.36,$286.775,$283.74
07/30/2021,$284.91,20944850,$285.17,$286.66,$283.91
07/29/2021,$286.50,18168290,$286.235,$288.618,$286.08
07/28/2021,$286.22,33566850,$288.99,$290.15,$283.8303
07/27/2021,$286.54,33604070,$289.43,$289.575,$282.95
07/26/2021,$289.05,23176070,$289.00,$289.69,$286.642
07/23/2021,$289.67,22768070,$287.37,$289.99,$286.50
07/22/2021,$286.14,23384060,$283.84,$286.42,$283.42
07/21/2021,$281.40,24364320,$278.905,$281.52,$277.29
07/20/2021,$279.32,26259740,$278.03,$280.97,$276.26
07/19/2021,$277.01,32935630,$278.934,$280.37,$274.45
07/16/2021,$280.75,26186850,$282.07,$284.10,$279.46
07/15/2021,$281.03,22604230,$282.00,$282.51,$279.83
07/14/2021,$282.51,23113660,$282.345,$283.66,$280.55
07/13/2021,$280.98,26120130,$277.52,$282.8477,$277.39
07/12/2021,$277.32,18931700,$279.157,$279.77,$276.58
07/09/2021,$277.94,23916670,$275.72,$278.05,$275.32
07/08/2021,$277.42,24618590,$276.90,$278.73,$274.87
07/07/2021,$279.93,23260030,$279.40,$280.6945,$277.15
07/06/2021,$277.66,31565560,$278.03,$279.3698,$274.30
07/02/2021,$277.65,26474410,$272.82,$278.00,$272.50
07/01/2021,$271.60,16725320,$269.61,$271.84,$269.60
06/30/2021,$270.90,21656460,$270.69,$271.3598,$269.6043
06/29/2021,$271.40,19937810,$268.865,$271.65,$267.98
06/28/2021,$268.72,19590020,$266.185,$268.90,$265.91
06/25/2021,$265.02,25611110,$266.23,$267.25,$264.76
06/24/2021,$266.69,21446870,$266.16,$267.85,$265.47
06/23/2021,$265.275,19518680,$265.99,$266.83,$264.43
06/22/2021,$265.51,24694090,$262.72,$265.79,$262.40
06/21/2021,$262.63,26696120,$259.82,$263.52,$257.92
06/18/2021,$259.43,37202220,$259.63,$262.30,$258.75
06/17/2021,$260.90,27565540,$256.065,$261.75,$256.01
06/16/2021,$257.38,27219960,$259.40,$260.58,$254.42
06/15/2021,$258.36,18038930,$259.775,$259.99,$257.68
06/14/2021,$259.89,19150510,$257.90,$259.95,$256.80
06/11/2021,$257.89,18999730,$257.985,$258.4868,$256.61
06/10/2021,$257.24,24563620,$254.29,$257.46,$253.67
06/09/2021,$253.59,17937630,$253.81,$255.53,$253.21
06/08/2021,$252.57,22455000,$255.16,$256.01,$252.51
06/07/2021,$253.81,23079170,$249.98,$254.09,$249.81
06/04/2021,$250.79,25281090,$247.76,$251.65,$247.51
06/03/2021,$245.71,25307710,$245.22,$246.34,$243.00
06/02/2021,$247.30,19406710,$248.125,$249.27,$245.84
06/01/2021,$247.40,23213310,$251.23,$251.29,$246.96
05/28/2021,$249.68,18274940,$250.995,$252.08,$249.56
05/27/2021,$249.31,24426240,$251.17,$251.48,$249.25
05/26/2021,$251.49,17771600,$251.43,$252.94,$250.75
05/25/2021,$251.72,17704300,$251.769,$252.75,$250.82
05/24/2021,$250.78,21411550,$247.785,$251.16,$247.51
05/21/2021,$245.17,21863060,$247.565,$248.33,$244.74
05/20/2021,$246.48,21800720,$243.96,$247.95,$243.86
05/19/2021,$243.12,25739810,$239.31,$243.23,$238.60
05/18/2021,$243.08,20167980,$246.27,$246.41,$242.90
05/17/2021,$245.18,24938180,$246.55,$246.59,$243.52
05/14/2021,$248.15,23901080,$245.575,$249.18,$245.49
05/13/2021,$243.03,29624300,$241.80,$245.60,$241.42
05/12/2021,$239.00,36684370,$242.165,$244.38,$238.07
05/11/2021,$246.23,33641590,$244.55,$246.60,$242.57
05/10/2021,$247.18,29299890,$250.87,$251.73,$247.12
05/07/2021,$252.46,27032910,$252.15,$254.30,$251.17
05/06/2021,$249.73,26491090,$246.45,$249.86,$244.69
05/05/2021,$246.47,21901330,$249.06,$249.50,$245.82
05/04/2021,$247.79,32756050,$250.97,$251.21,$245.76
05/03/2021,$251.86,19626570,$253.40,$254.35,$251.12
04/30/2021,$252.18,30945100,$249.74,$253.08,$249.60
04/29/2021,$252.51,40589020,$255.46,$256.10,$249.00
04/28/2021,$254.56,46903120,$256.078,$256.5399,$252.95
04/27/2021,$261.97,31014210,$261.585,$263.19,$260.12
04/26/2021,$261.55,19763350,$261.66,$262.435,$260.17
04/23/2021,$261.15,21499290,$257.88,$261.51,$257.27
04/22/2021,$257.17,25606150,$260.21,$261.78,$255.64
04/21/2021,$260.58,24030380,$258.94,$260.68,$257.25
04/20/2021,$258.26,19722880,$257.82,$260.20,$256.84
04/19/2021,$258.74,23209260,$260.19,$261.48,$257.821
04/16/2021,$260.74,24878580,$259.47,$261.00,$257.6014
04/15/2021,$259.50,25627480,$257.931,$259.93,$257.73
04/14/2021,$255.59,23070940,$257.475,$258.83,$255.16
04/13/2021,$258.49,23837470,$257.257,$259.19,$256.83
04/12/2021,$255.91,27148670,$254.71,$257.67,$254.62
04/09/2021,$255.85,24326830,$252.87,$255.99,$252.44
04/08/2021,$253.25,23625200,$252.77,$254.139,$252.00
04/07/2021,$249.90,22719840,$247.81,$250.93,$247.19
04/06/2021,$247.86,22931920,$247.61,$249.40,$246.88
04/05/2021,$249.07,36910610,$242.76,$249.96,$242.70
04/01/2021,$242.35,30337980,$238.47,$242.84,$238.0501
03/31/2021,$235.77,43623470,$232.91,$239.10,$232.39
03/30/2021,$231.85,24792010,$233.525,$233.85,$231.10
03/29/2021,$235.24,25227460,$236.59,$236.80,$231.88
03/26/2021,$236.48,25479850,$231.55,$236.71,$231.55
03/25/2021,$232.34,34061850,$235.30,$236.94,$231.57
03/24/2021,$235.46,25620130,$237.845,$238.00,$235.32
03/23/2021,$237.58,31638380,$237.485,$241.05,$237.07
03/22/2021,$235.99,30127010,$230.27,$236.90,$230.14
03/19/2021,$230.35,46430730,$231.02,$232.474,$229.3496
03/18/2021,$230.72,34852250,$232.56,$234.19,$230.33
03/17/2021,$237.04,29562100,$236.15,$238.55,$233.23
03/16/2021,$237.71,28092200,$236.28,$240.055,$235.94
03/15/2021,$234.81,26042670,$234.96,$235.185,$231.81
03/12/2021,$235.75,22653660,$234.01,$235.82,$233.23
03/11/2021,$237.13,29907590,$234.96,$239.17,$234.31
03/10/2021,$232.42,29746810,$237.00,$237.00,$232.04
03/09/2021,$233.78,33080530,$232.88,$235.3839,$231.67
03/08/2021,$227.39,35267440,$231.37,$233.365,$227.13
03/05/2021,$231.60,41872770,$229.517,$233.27,$226.46
03/04/2021,$226.73,44727790,$226.735,$232.49,$224.26
03/03/2021,$227.56,34029530,$232.155,$233.5799,$227.26
03/02/2021,$233.87,22812460,$237.01,$237.30,$233.45
03/01/2021,$236.94,25332840,$235.90,$237.47,$233.15
02/26/2021,$232.38,37819230,$231.525,$235.37,$229.54
02/25/2021,$228.99,39542240,$232.08,$234.5852,$227.88
02/24/2021,$234.55,26339750,$230.01,$235.20,$229.00
02/23/2021,$233.27,30228700,$230.325,$234.83,$228.73
02/22/2021,$234.51,36446940,$237.42,$237.93,$232.40
02/19/2021,$240.97,25262600,$243.75,$243.86,$240.18
02/18/2021,$243.79,16925560,$241.80,$243.93,$240.86
02/17/2021,$244.20,21673110,$241.32,$244.31,$240.94
02/16/2021,$243.70,26728490,$245.03,$246.13,$242.92
02/12/2021,$244.99,16561080,$243.933,$245.30,$242.73
02/11/2021,$244.49,15751060,$244.78,$245.15,$242.15
02/10/2021,$242.82,22186710,$245.00,$245.92,$240.89
02/09/2021,$243.77,23564950,$241.87,$244.76,$241.38
02/08/2021,$242.47,22211930,$243.15,$243.68,$240.81
02/05/2021,$242.20,18054750,$242.23,$243.28,$240.42
02/04/2021,$242.01,25296100,$242.66,$243.2399,$240.37
02/03/2021,$243.00,27158100,$239.57,$245.09,$239.26
02/02/2021,$239.51,25916340,$241.30,$242.31,$238.69
02/01/2021,$239.65,33314190,$235.06,$242.50,$232.43
01/29/2021,$231.96,42503140,$235.99,$238.02,$231.35
01/28/2021,$238.93,49111160,$235.61,$242.64,$235.09
01/27/2021,$232.90,69870640,$238.00,$240.44,$230.14
01/26/2021,$232.33,49169600,$231.86,$234.18,$230.08
01/25/2021,$229.53,33152100,$229.12,$229.78,$224.22
01/22/2021,$225.95,30172660,$227.08,$230.07,$225.80
01/21/2021,$224.97,30749550,$224.70,$226.30,$222.42
01/20/2021,$224.34,37777260,$217.70,$225.79,$217.2908
01/19/2021,$216.44,30480860,$213.75,$216.98,$212.63
01/15/2021,$212.65,31746510,$213.52,$214.51,$212.03
01/14/2021,$213.02,29346740,$215.91,$217.46,$212.74
01/13/2021,$216.34,20087080,$214.02,$216.76,$213.9266
01/12/2021,$214.93,23249340,$216.50,$217.10,$213.3202
01/11/2021,$217.49,23047030,$218.47,$218.91,$216.73
01/08/2021,$219.62,22956210,$218.68,$220.58,$217.0261
01/07/2021,$218.29,27694480,$214.04,$219.34,$213.71
01/06/2021,$212.25,35930650,$212.17,$216.4899,$211.94
01/05/2021,$217.90,23822950,$217.26,$218.52,$215.70
01/04/2021,$217.69,37130140,$222.53,$223.00,$214.81
12/31/2020,$222.42,20942130,$221.70,$223.00,$219.68
12/30/2020,$221.68,20272340,$225.23,$225.63,$221.47
12/29/2020,$224.15,17403210,$226.31,$227.18,$223.58
12/28/2020,$224.96,17933500,$224.45,$226.03,$223.02
12/24/2020,$222.75,10550570,$221.42,$223.61,$221.20
12/23/2020,$221.02,18699640,$223.11,$223.5589,$220.80
12/22/2020,$223.94,22643400,$222.69,$225.63,$221.85
12/21/2020,$222.59,37181890,$217.55,$224.00,$217.2801
12/18/2020,$218.59,63354920,$218.59,$219.69,$216.02
12/17/2020,$219.42,32515780,$219.87,$220.89,$217.92
12/16/2020,$219.28,35023250,$214.75,$220.11,$214.72
12/15/2020,$214.13,27018110,$215.165,$215.42,$212.24
12/14/2020,$214.20,28798380,$213.10,$216.21,$212.88
12/11/2020,$213.26,30979440,$210.05,$213.32,$209.11
12/10/2020,$210.52,26467020,$211.77,$213.08,$210.36
12/09/2020,$211.80,32440600,$215.16,$215.225,$211.214
12/08/2020,$216.01,23284090,$213.97,$216.95,$212.89
12/07/2020,$214.29,24620000,$214.37,$215.54,$212.99
12/04/2020,$214.36,24666040,$214.22,$215.38,$213.18
12/03/2020,$214.24,25120920,$214.61,$216.3757,$213.65
12/02/2020,$215.37,23724510,$214.88,$215.47,$212.80
12/01/2020,$216.21,30931320,$214.51,$217.32,$213.35
11/30/2020,$214.07,33064750,$214.10,$214.76,$210.835
11/27/2020,$215.23,14512210,$214.85,$216.27,$214.04
11/25/2020,$213.87,21012890,$215.11,$215.29,$212.46
11/24/2020,$213.86,33979730,$209.59,$214.25,$208.86
11/23/2020,$210.11,25683510,$210.95,$212.29,$208.16
11/20/2020,$210.39,22843120,$212.20,$213.285,$210.00
11/19/2020,$212.42,24792750,$211.38,$213.03,$209.93
11/18/2020,$211.08,28372790,$213.65,$215.17,$210.93
11/17/2020,$214.46,24154110,$216.10,$217.68,$214.08
11/16/2020,$217.23,24953340,$214.87,$217.74,$214.52
11/13/2020,$216.51,18630310,$216.36,$217.42,$214.16
11/12/2020,$215.44,21616120,$217.21,$219.11,$214.46
11/11/2020,$216.55,29440790,$212.39,$218.04,$212.20
11/10/2020,$211.01,44045120,$214.50,$216.50,$209.72
11/09/2020,$218.39,44394950,$224.435,$228.12,$217.88
11/06/2020,$223.72,25231900,$222.26,$224.36,$218.03
11/05/2020,$223.29,36080140,$222.04,$224.12,$221.15
11/04/2020,$216.39,42311780,$214.02,$218.32,$212.4185
11/03/2020,$206.43,27512030,$203.89,$208.12,$203.12
11/02/2020,$202.33,30842160,$204.29,$205.28,$200.12
10/30/2020,$202.47,36980110,$203.50,$204.29,$199.62
10/29/2020,$204.72,31432560,$204.07,$207.36,$203.37
10/28/2020,$202.68,51195590,$207.67,$208.84,$202.10
10/27/2020,$213.25,36700330,$211.59,$214.67,$210.329
10/26/2020,$210.08,37111560,$213.85,$216.3399,$208.10
10/23/2020,$216.23,18879610,$215.03,$216.28,$213.16
10/22/2020,$214.89,22351450,$213.93,$216.055,$211.70
10/21/2020,$214.80,22724910,$213.12,$216.92,$213.12
10/20/2020,$214.65,22753510,$215.80,$217.37,$213.0901
10/19/2020,$214.22,27625840,$220.415,$222.30,$213.72
10/16/2020,$219.66,26057880,$220.15,$222.29,$219.32
10/15/2020,$219.66,22733060,$217.10,$220.36,$216.01
10/14/2020,$220.86,23451710,$223.00,$224.22,$219.13
10/13/2020,$222.86,28950840,$222.72,$225.21,$220.43
10/12/2020,$221.40,40461370,$218.79,$223.86,$216.81
10/09/2020,$215.81,26458050,$211.23,$215.86,$211.23
10/08/2020,$210.58,19925840,$210.51,$211.19,$208.32
10/07/2020,$209.83,25681050,$207.06,$210.11,$206.72
10/06/2020,$205.91,28554260,$208.82,$210.18,$204.82
10/05/2020,$210.38,21331560,$207.22,$210.41,$206.98
10/02/2020,$206.19,33154780,$208.00,$210.99,$205.54
10/01/2020,$212.46,27158420,$213.49,$213.99,$211.32
09/30/2020,$210.33,33829090,$207.73,$211.98,$206.54
09/29/2020,$207.26,24464470,$209.35,$210.07,$206.81
09/28/2020,$209.44,32004940,$210.88,$212.57,$208.06
09/25/2020,$207.82,29437310,$203.55,$209.04,$202.54
09/24/2020,$203.19,31202490,$199.85,$205.57,$199.20
09/23/2020,$200.59,30803780,$207.90,$208.10,$200.03
09/22/2020,$207.42,33517070,$205.06,$208.10,$202.075
09/21/2020,$202.54,39839660,$197.19,$202.71,$196.38
09/18/2020,$200.39,55225330,$202.80,$203.65,$196.25
09/17/2020,$202.91,34011260,$200.05,$204.33,$199.96
09/16/2020,$205.05,26372460,$210.62,$210.65,$204.64
09/15/2020,$208.78,21823940,$208.42,$209.78,$206.93
09/14/2020,$205.41,30375770,$204.24,$209.20,$204.03
09/11/2020,$204.03,33620070,$207.20,$208.63,$201.24
09/10/2020,$205.37,35461510,$213.40,$214.74,$204.11
09/09/2020,$211.29,45678990,$207.60,$214.8399,$206.70
09/08/2020,$202.66,52924330,$206.50,$210.03,$202.20
09/04/2020,$214.25,59664070,$215.10,$218.3599,$205.19
09/03/2020,$217.30,58400290,$229.27,$229.31,$214.9602
09/02/2020,$231.65,34080840,$227.97,$232.86,$227.35
09/01/2020,$227.27,25791240,$225.51,$227.45,$224.43
08/31/2020,$225.53,28774160,$227.00,$228.70,$224.31
08/28/2020,$228.91,26292900,$228.18,$230.644,$226.58
08/27/2020,$226.58,57602200,$222.89,$231.15,$219.40
08/26/2020,$221.15,39600830,$217.88,$222.09,$217.36
08/25/2020,$216.47,23043700,$213.10,$216.61,$213.10
08/24/2020,$213.69,25460150,$214.79,$215.52,$212.43
08/21/2020,$213.02,36249320,$213.86,$216.25,$212.85
08/20/2020,$214.58,26981480,$209.54,$215.00,$208.91
08/19/2020,$209.70,27627560,$211.49,$212.10,$209.25
08/18/2020,$211.49,21336170,$210.53,$212.36,$209.21
08/17/2020,$210.28,20184760,$209.60,$211.1874,$208.915
08/14/2020,$208.90,17958940,$208.76,$209.59,$207.51
08/13/2020,$208.70,22588870,$209.44,$211.35,$208.15
08/12/2020,$209.19,28041360,$205.29,$210.28,$204.75
08/11/2020,$203.38,36446460,$207.155,$207.65,$203.14
08/10/2020,$208.25,36716460,$211.67,$211.88,$206.35
08/07/2020,$212.48,27820420,$214.85,$215.70,$210.93
08/06/2020,$216.35,32656840,$212.34,$216.3705,$211.55
08/05/2020,$212.94,28858620,$214.90,$215.00,$211.57
08/04/2020,$213.29,49280060,$214.17,$214.77,$210.31
08/03/2020,$216.54,78983010,$211.52,$217.64,$210.44
07/31/2020,$205.01,51247970,$204.40,$205.10,$199.01
07/30/2020,$203.90,25079600,$201.00,$204.46,$199.57
07/29/2020,$204.06,19632600,$202.50,$204.65,$202.01
07/28/2020,$202.02,23251390,$203.61,$204.70,$201.74
07/27/2020,$203.85,30160870,$201.47,$203.97,$200.86
07/24/2020,$201.30,39826990,$200.42,$202.86,$197.51
07/23/2020,$202.54,67457040,$207.19,$210.92,$202.15
07/22/2020,$211.75,49605690,$209.20,$212.30,$208.39
07/21/2020,$208.75,38105780,$213.66,$213.94,$208.03
07/20/2020,$211.60,36884840,$205.00,$212.30,$203.01
07/17/2020,$202.88,31635280,$204.47,$205.04,$201.39
07/16/2020,$203.92,29940650,$205.40,$205.70,$202.31
07/15/2020,$208.04,32179410,$209.56,$211.33,$205.03
07/14/2020,$208.35,37591820,$206.13,$208.85,$202.03
07/13/2020,$207.07,38135610,$214.48,$215.80,$206.50
07/10/2020,$213.67,26177630,$213.62,$214.08,$211.08
07/09/2020,$214.32,33121680,$216.33,$216.38,$211.47
07/08/2020,$212.83,33600030,$210.07,$213.26,$208.69
07/07/2020,$208.25,33600730,$210.45,$214.67,$207.99
07/06/2020,$210.70,31897630,$208.834,$211.13,$208.09
07/02/2020,$206.26,29315760,$205.68,$208.02,$205.00
07/01/2020,$204.70,32061210,$203.14,$206.35,$201.77
06/30/2020,$203.51,34310280,$197.882,$204.40,$197.74
06/29/2020,$198.44,26701590,$195.78,$198.53,$193.55
06/26/2020,$196.33,54675780,$199.73,$199.89,$194.88
06/25/2020,$200.34,27803930,$197.80,$200.61,$195.4675
06/24/2020,$197.84,36740650,$201.604,$203.25,$196.56
06/23/2020,$201.91,30917450,$202.09,$203.95,$201.425
06/22/2020,$200.57,32818930,$195.79,$200.76,$195.2301
06/19/2020,$195.15,44441140,$198.59,$199.29,$194.37
06/18/2020,$196.32,23061650,$194.00,$196.49,$194.00
06/17/2020,$194.24,25687820,$195.03,$196.32,$193.69
06/16/2020,$193.57,42556660,$192.89,$195.58,$191.46
06/15/2020,$188.94,32770190,$184.58,$190.82,$184.01
06/12/2020,$187.74,43373590,$190.54,$191.72,$185.18
06/11/2020,$186.27,52854670,$193.13,$195.76,$186.07
06/10/2020,$196.84,43872330,$191.125,$198.52,$191.01
06/09/2020,$189.80,29783920,$188.00,$190.70,$187.2605
06/08/2020,$188.36,33211590,$185.94,$188.55,$184.44
06/05/2020,$187.20,39893640,$182.62,$187.73,$182.01
06/04/2020,$182.92,28761810,$184.30,$185.84,$182.30
06/03/2020,$185.36,27311020,$184.815,$185.94,$183.58
06/02/2020,$184.91,30794590,$184.25,$185.00,$181.35
06/01/2020,$182.83,22668820,$182.54,$183.00,$181.46
05/29/2020,$183.25,42146720,$182.73,$184.27,$180.41
05/28/2020,$181.40,33831820,$180.74,$184.1474,$180.38
05/27/2020,$181.81,39517150,$180.20,$181.9877,$176.60
05/26/2020,$181.57,36073610,$186.34,$186.50,$181.10
